SUMMARY,DTSTART,DTEND,DUE,NOTES,ATTENDEE,LOCATION,PRIORITY,URL,CALENDAR,UID,ORGANIZER,CATEGORIES,DURATION,REPLACES RECURRENT EVENT FROM
"cours du parcours PARIN M1 (Parcours ARchitecte-INgénieur) suivant (Dessin det architecture)","2020-11-12 02:00 PM","2020-11-12 06:00 PM",,"(Exporté le:23/03/2023 17:56)","","G-2A003","","",,,,,
"la chaire HOPE /'beatrice le-moing et Regis Largillier","2020-11-13 07:45 AM","2020-11-13 06:15 PM",,"(Exporté le:23/03/2023 17:56)","","G-1B009-Projet-Vie étudiante","","",,,,,
"Automatique & commande systemes","2020-11-13 08:00 AM","2020-11-13 12:00 PM",,"3EUS1AUT_2020_S5_TP_G7SCHANEN AudreyHABLY Ahmad(Exporté le:23/03/2023 17:56)","","G-3D001-AIDA-Zone 2,G-3D001-AIDA-Zone 1,*","","",,,,,
"Automatique & commande systemes","2020-11-13 08:00 AM","2020-11-13 10:00 AM",,"3EUS1AUT_2020_S5_BE_G8VOYANT Jean-YvesFEUILLET Rene(Exporté le:23/03/2023 17:56)","","G-3D006-Construction électrique,*","","",,,,,
"Karine FEUILLET / séminaire du service DRE","2020-11-13 08:00 AM","2020-11-13 05:00 PM",,"(Exporté le:23/03/2023 17:56)","","G-Salle des forums","","",,,,,
"Fondamentaux de physique","2020-11-13 08:00 AM","2020-11-13 10:00 AM",,"3EUAFDP8_2020_S5_CTD_G1DELAMARE Jerome(Exporté le:23/03/2023 17:56)","","G-4D006","","",,,,,
"Automatique 1","2020-11-13 08:15 AM","2020-11-13 10:15 AM",,"4EUS3AUT_2020_S7_BE_G2KHENNOUF Hayate(Exporté le:23/03/2023 17:56)","","G-2B001-info","","",,,,,
"Automatique 1","2020-11-13 08:15 AM","2020-11-13 10:15 AM",,"4EUS3AUT_2020_S7_BE_G1SENAME Olivier(Exporté le:23/03/2023 17:56)","","G-3D003-info","","",,,,,
"Automatique 1","2020-11-13 08:15 AM","2020-11-13 10:15 AM",,"4EUS3AUT_2020_S7_BE_G3MESLEM Nacim(Exporté le:23/03/2023 17:56)","","G-2C005-info","","",,,,,
"Power Electronics Semiconductor","2020-11-13 08:30 AM","2020-11-13 10:30 AM",,"5EU9PES9_2020_S9_CTD3_G1SCHANEN Jean-Luc(Exporté le:23/03/2023 17:56)","","G-3A014-info,* Distanciel","","",,,,,
"Conception des dispositifs","2020-11-13 08:30 AM","2020-11-13 10:30 AM",,"5EUS5CDS_2020_S9_CTD_G1WURTZ Frederic(Exporté le:23/03/2023 17:56)","","G-4C012-info-picore","","",,,,,
"Non Linear Model Predictive Contr.","2020-11-13 08:30 AM","2020-11-13 10:30 AM",,"5EU9NLM0_2020_S9_CM_G1BESANCON Gildas(Exporté le:23/03/2023 17:56)","","G-2C006","","",,,,,
"Energy Markets & New Stakeholders","2020-11-13 08:30 AM","2020-11-13 10:30 AM",,"5EUS5IME_2020_S9_TD_G2IONESCU Oana(Exporté le:23/03/2023 17:56)","","G-2B013","","",,,,,
"Automatique & commande systemes","2020-11-13 10:15 AM","2020-11-13 12:15 PM",,"3EUS1AUT_2020_S5_BE_G8VOYANT Jean-YvesFEUILLET Rene(Exporté le:23/03/2023 17:56)","","G-3D006-Construction électrique,*","","",,,,,
"Fondamentaux de physique","2020-11-13 10:15 AM","2020-11-13 12:15 PM",,"3EUAFDP8_2020_S5_CTD_G1DELAMARE Jerome(Exporté le:23/03/2023 17:56)","","G-4D006","","",,,,,
"Innovative Components Smart Grids","2020-11-13 10:30 AM","2020-11-13 12:30 PM",,"WEUS1ICS_2020_S7_CM_G1DEBUSSCHERE Vincent(Exporté le:23/03/2023 17:56)","","G-2A003","","",,,,,
"Energy Markets & New Stakeholders","2020-11-13 10:45 AM","2020-11-13 12:45 PM",,"5EUS5IME_2020_S9_TD_G3* Enseignant à préciser(Exporté le:23/03/2023 17:56)","","G-2B013","","",,,,,
"Power Electronics Semiconductor","2020-11-13 10:45 AM","2020-11-13 12:45 PM",,"5EU9PES9_2020_S9_CTD3_G1SCHANEN Jean-Luc(Exporté le:23/03/2023 17:56)","","G-3A014-info,* Distanciel","","",,,,,
"Conception des dispositifs","2020-11-13 10:45 AM","2020-11-13 12:45 PM",,"5EUS5CDS_2020_S9_BE_G1WURTZ Frederic(Exporté le:23/03/2023 17:56)","","G-2A007-info","","",,,,,
"Réservé 1A - Maths - E. BARTHELEMY","2020-11-13 01:30 PM","2020-11-13 03:30 PM",,"(Exporté le:23/03/2023 17:56)","","G-0B007-Amphi Bergès","","",,,,,
"Modelisation et analyse 1","2020-11-13 01:30 PM","2020-11-13 05:30 PM",,"4EUS3MA1_2020_S7_TP_G9CAPOGNA Amandine(Exporté le:23/03/2023 17:56)","","G-3B005a-Hydro-éjecteur","","",,,,,
"Genie electrique","2020-11-13 01:30 PM","2020-11-13 03:30 PM",,"3EUAGEL8_2020_S2_BE_G1DELINCHANT BenoitVOYANT Jean-Yves(Exporté le:23/03/2023 17:56)","","G-3D006-Construction électrique","","",,,,,
"la chaire HOPE /'beatrice le-moing et Regis Largillier","2020-11-16 07:30 AM","2020-11-16 06:00 PM",,"(Exporté le:23/03/2023 17:56)","","G-1B009-Projet-Vie étudiante","","",,,,,
"Fondamentaux de physique","2020-11-16 08:00 AM","2020-11-16 10:00 AM",,"3EUAFDP8_2020_S5_CTD_G1SIEDEL Samuel(Exporté le:23/03/2023 17:56)","","G-4D006","","",,,,,
"Systemes mecaniques - Produits","2020-11-16 08:00 AM","2020-11-16 12:00 PM",,"3EUS1SMC_2020_S5_BE_G5PHILIPPS Jean-LucCatiaAMEN Jean-Luc(Exporté le:23/03/2023 17:56)","","G-3B007,G-3A014-info,G-3B008-Mécanique & Technologie 1","","",,,,,
"Design and Control of Systems","2020-11-16 08:00 AM","2020-11-16 10:00 AM",,"4EUS3CCS_2020_S7_BE_G2CATTELAIN ThibaultMOUSSA Kaouther(Exporté le:23/03/2023 17:56)","","* Distanciel,G-2B001-info","","",,,,,
"Automatique & commande systemes","2020-11-16 08:00 AM","2020-11-16 10:00 AM",,"3EUS1AUT_2020_S5_BE_G4FEUILLET ReneALVAREZ-HERAULT Marie-Cecile(Exporté le:23/03/2023 17:56)","","G-3D003-info,G-3D006-Construction électrique,*","","",,,,,
"RESERVE 1 A TD MATHS","2020-11-16 08:00 AM","2020-11-16 10:00 AM",,"(Exporté le:23/03/2023 17:56)","","G-1A002-Amphi Ampère,G-2B010","","",,,,,
"Hydrau ecoulements en charge","2020-11-16 08:15 AM","2020-11-16 11:15 AM",,"4EUS3HEC_2020_S7_TP_G10BERNARD Manuel(Exporté le:23/03/2023 17:56)","","G-3B005b-Ventilateur","","",,,,,
"Ingenierie des amenagements 1","2020-11-16 08:15 AM","2020-11-16 11:15 AM",,"4EUS3IH1_2020_S7_TP_G4* MISSEMER Ludovic(Exporté le:23/03/2023 17:56)","","G-3B005a-DébitVisu,G-3B005a-Déversoir","","",,,,,
"Ingenierie des amenagements 1","2020-11-16 08:15 AM","2020-11-16 11:15 AM",,"4EUS3IH1_2020_S7_TP_G3MISSEMER Ludovic(Exporté le:23/03/2023 17:56)","","G-3B005a-Venturi,G-3B005a-HydrauSys","","",,,,,
"Genie electrique - reseaux","2020-11-16 08:15 AM","2020-11-16 12:15 PM",,"2A-IEN-G1a2A-IEN-G1b2A-IEN-G1c2A-IEN-G1d2A-IEN-G1e2A-IEN-G2a2A-IEN-G2b2A-IEN-G2c2A-IEN-G2d2A-IEN-G2e2A-IEN-Modelisation analyse ecoulements 2_G12A-IEN-Modelisation analyse ecoulements 2_G22A-IEN-Radioctivites environnements ionisants2A-IEN-Structure et materiaux(Exporté le:23/03/2023 17:56)","","G-5D006-Projets-Informatique temps réel,G-5D005-Informatique temps réel","","",,,,,
"Hydrau ecoulements en charge","2020-11-16 08:15 AM","2020-11-16 11:15 AM",,"4EUS3HEC_2020_S7_TP_G9* BERNARD Manuel(Exporté le:23/03/2023 17:56)","","G-3B005a-Coup de bélier","","",,,,,
"Fondamentaux de physique","2020-11-16 10:15 AM","2020-11-16 12:15 PM",,"3EUAFDP8_2020_S5_CTD_G1SIEDEL Samuel(Exporté le:23/03/2023 17:56)","","G-4D006","","",,,,,
"Automatique & commande systemes","2020-11-16 10:15 AM","2020-11-16 12:15 PM",,"3EUS1AUT_2020_S5_BE_G4FEUILLET ReneALVAREZ-HERAULT Marie-Cecile(Exporté le:23/03/2023 17:56)","","G-3D003-info,G-3D006-Construction électrique,*","","",,,,,
"Modelling & Dispatch of Smart Power","2020-11-16 10:30 AM","2020-11-16 12:30 PM",,"4EU3MDD7_2020_S7_BE1_G2VON HOHENDORFF SEGER PedroBUIRE Jerome(Exporté le:23/03/2023 17:56)","","G-2A007-info,G-2B001-info","","",,,,,
"Simulation pour les fluides 1","2020-11-16 10:30 AM","2020-11-16 12:30 PM",,"4EUS3SF1_2020_S7_BE_G3ANSYS-WorkBenchHUANG Zhujun(Exporté le:23/03/2023 17:56)","","G-2C005-info,* Distanciel","","",,,,,
"Design and Control of Systems","2020-11-16 01:30 PM","2020-11-16 03:30 PM",,"4EUS3CCS_2020_S7_BE_G1MESLEM NacimHABLY Ahmad(Exporté le:23/03/2023 17:56)","","G-2C005-info,* Distanciel","","",,,,,
"Mecatronique","2020-11-16 01:30 PM","2020-11-16 03:30 PM",,"4EU3ME16_2020_S7_BE_G2AMEN Jean-Luc(Exporté le:23/03/2023 17:56)","","G-3A014-info,* Distanciel","","",,,,,
"Numerical Methods","2020-11-16 01:30 PM","2020-11-16 03:30 PM",,"4EUS3MN_2020_S7_BE1_G2HUANG Zhujun(Exporté le:23/03/2023 17:56)","","G-3B001-info,* Distanciel","","",,,,,
"Conversion energie avancee","2020-11-16 02:00 PM","2020-11-16 04:00 PM",,"5EUS5CNE_2020_S9_BE_G1GERBAUD LaurentTHOMAS Robin(Exporté le:23/03/2023 17:56)","","G-2A007-info","","",,,,,
"Mecatronique","2020-11-16 03:45 PM","2020-11-16 05:45 PM",,"4EU3ME16_2020_S7_BE_G2AMEN Jean-Luc(Exporté le:23/03/2023 17:56)","","G-3A014-info,* Distanciel","","",,,,,
"Design and Control of Systems","2020-11-16 03:45 PM","2020-11-16 05:45 PM",,"4EUS3CCS_2020_S7_BE_G2CATTELAIN ThibaultMOUSSA Kaouther(Exporté le:23/03/2023 17:56)","","* Distanciel,G-2B001-info","","",,,,,
"Design and Control of Systems","2020-11-16 03:45 PM","2020-11-16 05:45 PM",,"4EUS3CCS_2020_S7_BE_G1MESLEM NacimHABLY Ahmad(Exporté le:23/03/2023 17:56)","","G-2C005-info,* Distanciel","","",,,,,
"Conversion energie avancee","2020-11-16 04:15 PM","2020-11-16 06:15 PM",,"5EUS5CNE_2020_S9_BE_G1GERBAUD LaurentTHOMAS Robin(Exporté le:23/03/2023 17:56)","","G-2A007-info","","",,,,,
"la chaire HOPE / Béatrice LE MOING et Régis LARGILLIER","2020-11-17 07:30 AM","2020-11-17 06:00 PM",,"(Exporté le:23/03/2023 17:56)","","G-1B009-Projet-Vie étudiante","","",,,,,
"Réservé 1A - Maths - E. BARTHELEMY","2020-11-17 08:00 AM","2020-11-17 10:00 AM",,"(Exporté le:23/03/2023 17:56)","","G-0B007-Amphi Bergès","","",,,,,
"Mathematiques pour ingenieur","2020-11-17 08:00 AM","2020-11-17 10:00 AM",,"intervant : Mr BARTHELEMY3EUS1MAT_2020_S5_CM_AMPHI_B_G6*(Exporté le:23/03/2023 17:56)","","G-1A002-Amphi Ampère","","",,,,,
"Mecanique des solides deformables - RDM","2020-11-17 08:00 AM","2020-11-17 12:00 PM",,"3EUS1MSD_2020_S5_TP_G13BOURGEOIS Celine(Exporté le:23/03/2023 17:56)","","G-3A012-Flexion 1&2,G-3A012-Presse Instron","","",,,,,
"Fondamentaux de physique","2020-11-17 08:00 AM","2020-11-17 10:00 AM",,"3EUAFDP8_2020_S5_CTD_G1HARTHONG Barthelemy(Exporté le:23/03/2023 17:56)","","G-4D006","","",,,,,
"MASTER MISTRE de PHITEM/UGA","2020-11-17 08:00 AM","2020-11-17 12:00 PM",,"(Exporté le:23/03/2023 17:56)","","G-3D002-GICS","","",,,,,
"Codir","2020-11-17 08:00 AM","2020-11-17 12:00 PM",,"(Exporté le:23/03/2023 17:56)","","G-1D003-Salle du Conseil","","",,,,,
"River Dynamics","2020-11-17 08:30 AM","2020-11-17 12:30 PM",,"5EUS5DYF_2020_S9_TP_G8MATHIEU Antoine(Exporté le:23/03/2023 17:56)","","G-3B005a-Canal de charriage","","",,,,,
"Marche energie et investissement","2020-11-17 08:30 AM","2020-11-17 10:30 AM",,"6EUMMEI0_2020_S9_CM_G1IONESCU Oana(Exporté le:23/03/2023 17:56)","","G-2A003","","",,,,,
"Fonctionnement installations nucl.","2020-11-17 08:30 AM","2020-11-17 10:30 AM",,"5EU9FIN9_2020_S9_CTD_G1BUCHER Guillaume(Exporté le:23/03/2023 17:56)","","G-2C007","","",,,,,
"Water Quality and Treatment","2020-11-17 08:30 AM","2020-11-17 12:30 PM",,"5EUS5QTE_2020_S9_TP_G6NGUYEN Truong An(Exporté le:23/03/2023 17:56)","","G-3A007-Qualité eau","","",,,,,
"Non Linear Model Predictive Contr.","2020-11-17 08:30 AM","2020-11-17 10:30 AM",,"5EU9NLM0_2020_S9_CM_G1BESANCON Gildas(Exporté le:23/03/2023 17:56)","","G-2C006","","",,,,,
"Traitement numérique du signal, approche applicative","2020-11-17 09:00 AM","2020-11-17 12:30 PM",,"IOANA CornelTraitement numérique du signal, approche applicative(Exporté le:23/03/2023 17:56)","","G-2C003","","",,,,,
"RESERVATION","2020-11-17 09:30 AM","2020-11-17 10:00 AM",,"(Exporté le:23/03/2023 17:56)","","G-1C002-Amphi Coulomb","","",,,,,
"Fondamentaux de physique","2020-11-17 10:15 AM","2020-11-17 12:15 PM",,"3EUAFDP8_2020_S5_CTD_G1HARTHONG Barthelemy(Exporté le:23/03/2023 17:56)","","G-4D006","","",,,,,
"Marche energie et investissement","2020-11-17 10:30 AM","2020-11-17 12:30 PM",,"6EUMMEI0_2020_S9_CM_G1IONESCU Oana(Exporté le:23/03/2023 17:56)","","G-2A003","","",,,,,
"Projet innovation - Mission Techno","2020-11-17 10:45 AM","2020-11-17 11:45 AM",,"5EU9PIT0_2020_S9_TD_G3RATRON Yves-Alain(Exporté le:23/03/2023 17:56)","","G-4D001-Projet","","",,,,,
"Non Linear Model Predictive Contr.","2020-11-17 10:45 AM","2020-11-17 12:45 PM",,"5EU9NLM0_2020_S9_CM_G1BESANCON Gildas(Exporté le:23/03/2023 17:56)","","G-2C006","","",,,,,
"Projet innovation - Mission Techno","2020-11-17 10:45 AM","2020-11-17 11:45 AM",,"5EU9PIT0_2020_S9_TD_G4JACOMINO Mireille(Exporté le:23/03/2023 17:56)","","G-4D007-Projet","","",,,,,
"Projet innovation - Mission Techno","2020-11-17 10:45 AM","2020-11-17 11:45 AM",,"5EU9PIT0_2020_S9_TD_G6BODIGLIO Philippe(Exporté le:23/03/2023 17:56)","","G-4D010-Projet","","",,,,,
"Advanced Numerical Simulations","2020-11-17 11:00 AM","2020-11-17 01:00 PM",,"5EUS5SNA_2020_S9_BE_CFD_G1BALARAC Guillaume(Exporté le:23/03/2023 17:56)","","G-2C005-info,G-3D003-info","","",,,,,
"RESERVATION","2020-11-17 01:30 PM","2020-11-17 05:45 PM",,"(Exporté le:23/03/2023 17:56)","","G-2B012","","",,,,,
"Traitement numérique du signal, approche applicative","2020-11-17 01:30 PM","2020-11-17 05:00 PM",,"IOANA CornelTraitement numérique du signal, approche applicative(Exporté le:23/03/2023 17:56)","","G-3D005-ISEE-Informatique","","",,,,,
"Projet integrateur","2020-11-17 02:00 PM","2020-11-17 06:00 PM",,"5EUS5PI_2020_S9_BE_G1(Exporté le:23/03/2023 17:56)","","G-4C012-info-picore,G-4D010-Projet,G-4D009-Projet","","",,,,,
"ANNULE /TENERRDIS /« L¿innovation collaborative au service du développement des filières EnR »/Valentin Maillot","2020-11-17 02:00 PM","2020-11-17 05:45 PM",,"(Exporté le:23/03/2023 17:56)","","G-2C004","","",,,,,
"Conversion energie avancee","2020-11-17 02:00 PM","2020-11-17 04:00 PM",,"5EUS5CNE_2020_S9_BE_G1GERBAUD Laurent*(Exporté le:23/03/2023 17:56)","","G-2A007-info","","",,,,,
"ANNULE /TENERRDIS /« L¿innovation collaborative au service du développement des filières EnR »/Valentin Maillot","2020-11-17 02:00 PM","2020-11-17 06:00 PM",,"(Exporté le:23/03/2023 17:56)","","G-2C002","","",,,,,
"ANNULE /TENERRDIS /« L¿innovation collaborative au service du développement des filières EnR »/Valentin Maillot","2020-11-17 02:00 PM","2020-11-17 06:00 PM",,"(Exporté le:23/03/2023 17:56)","","G-2C001","","",,,,,
"Master MME","2020-11-17 03:30 PM","2020-11-17 05:30 PM",,"(Exporté le:23/03/2023 17:56)","","G-2A003","","",,,,,
"Conversion energie avancee","2020-11-17 04:15 PM","2020-11-17 06:15 PM",,"5EUS5CNE_2020_S9_BE_G1GERBAUD Laurent*(Exporté le:23/03/2023 17:56)","","G-2A007-info","","",,,,,
"AJAC E","2020-11-17 06:00 PM","2020-11-17 07:00 PM",,"(Exporté le:23/03/2023 17:56)","","G-2B002","","",,,,,
"la chaire HOPE /'beatrice le-moing et Regis Largillier","2020-11-18 07:30 AM","2020-11-18 06:00 PM",,"(Exporté le:23/03/2023 17:56)","","G-1B009-Projet-Vie étudiante","","",,,,,
"Tests de langue","2020-11-18 08:00 AM","2020-11-18 01:00 PM",,"(Exporté le:23/03/2023 17:56)","","G-2A007-info","","",,,,,
"Electronique num. & syst. embarques","2020-11-18 08:00 AM","2020-11-18 10:00 AM",,"4EU7ENS9_2020_S7_BE_G2VOISIN-FRADIN Mathias*(Exporté le:23/03/2023 17:56)","","G-5D005-Informatique temps réel","","",,,,,
"Automatique & commande systemes","2020-11-18 08:00 AM","2020-11-18 10:00 AM",,"3EUS1AUT_2020_S5_BE_G5VOYANT Jean-YvesBUIRE Jerome(Exporté le:23/03/2023 17:56)","","G-3D006-Construction électrique,*","","",,,,,
"Fondamentaux de physique","2020-11-18 08:00 AM","2020-11-18 10:00 AM",,"3EUAFDP8_2020_S5_CTD_G1DELAMARE Jerome(Exporté le:23/03/2023 17:56)","","G-4D006","","",,,,,
"Systemes mecaniques - Produits","2020-11-18 08:00 AM","2020-11-18 12:00 PM",,"3EUS1SMC_2020_S5_BE_G6CatiaGUILLET StephaneGENEVOIS Pierre(Exporté le:23/03/2023 17:56)","","G-3B008-Mécanique & Technologie 1,G-3A014-info,G-3B007","","",,,,,
"Traitement numérique du signal, approche applicative","2020-11-18 09:00 AM","2020-11-18 12:30 PM",,"IOANA CornelTraitement numérique du signal, approche applicative(Exporté le:23/03/2023 17:56)","","G-2C003","","",,,,,
"Innovative Components Smart Grids","2020-11-18 10:00 AM","2020-11-18 12:00 PM",,"WEUS1ICS_2020_S7_CM_G1HANNA Rachelle(Exporté le:23/03/2023 17:56)","","G-2B012","","",,,,,
"Electronique num. & syst. embarques","2020-11-18 10:15 AM","2020-11-18 12:15 PM",,"4EU7ENS9_2020_S7_BE_G3*AVENAS Yvan(Exporté le:23/03/2023 17:56)","","G-5D005-Informatique temps réel","","",,,,,
"Automatique & commande systemes","2020-11-18 10:15 AM","2020-11-18 12:15 PM",,"3EUS1AUT_2020_S5_BE_G5VOYANT Jean-YvesBUIRE Jerome(Exporté le:23/03/2023 17:56)","","G-3D006-Construction électrique,*","","",,,,,
"Fondamentaux de physique","2020-11-18 10:15 AM","2020-11-18 12:15 PM",,"3EUAFDP8_2020_S5_CTD_G1DELAMARE Jerome(Exporté le:23/03/2023 17:56)","","G-4D006","","",,,,,
"Electronique & signaux numeriques","2020-11-18 10:30 AM","2020-11-18 12:30 PM",,"4EUS3ESN_2020_S7_BE_G1GRANJON Pierre(Exporté le:23/03/2023 17:56)","","* Distanciel,G-2B001-info","","",,,,,
"Electronique & signaux numeriques","2020-11-18 10:45 AM","2020-11-18 12:45 PM",,"4EUS3ESN_2020_S7_BE_G3DOLET Aneline(Exporté le:23/03/2023 17:56)","","G-3D003-info,G-4C012-info-picore","","",,,,,
"Module accompagnement professionnel","2020-11-18 11:00 AM","2020-11-18 01:00 PM",,"5EM5MAP6_2020_S9_TD_G5LE GRAND Antoine(Exporté le:23/03/2023 17:56)","","G-2A003","","",,,,,
"Renaud KEMDENG /  Junior Ense3","2020-11-18 12:00 PM","2020-11-18 01:30 PM",,"(Exporté le:23/03/2023 17:56)","","G-2A006","","",,,,,
"Electronique num. & syst. embarques","2020-11-18 01:30 PM","2020-11-18 03:30 PM",,"4EU7ENS9_2020_S7_BE_G1BOUDINET Cedric*(Exporté le:23/03/2023 17:56)","","G-5D005-Informatique temps réel","","",,,,,
"ICT for Smart Grids & Smart Cities","2020-11-18 01:30 PM","2020-11-18 05:30 PM",,"5EU5ICT6_2020_S9_TP1_supervision_G1JULIEN SebastienLEMIUS Lucile(Exporté le:23/03/2023 17:56)","","P-P120-info (V),G-3A014-info,P-P121-info","","",,,,,
"Traitement numérique du signal, approche applicative","2020-11-18 01:30 PM","2020-11-18 05:00 PM",,"IOANA CornelTraitement numérique du signal, approche applicative(Exporté le:23/03/2023 17:56)","","G-3D005-ISEE-Informatique","","",,,,,
"Projet innovation - Mission Techno","2020-11-18 02:00 PM","2020-11-18 05:00 PM",,"5EU9PIT0_2020_S9_TD2_G1BERTHOUD Francoise*(Exporté le:23/03/2023 17:56)","","G-2A004","","",,,,,
"la chaire HOPE /'beatrice le-moing et Regis Largillier","2020-11-19 07:30 AM","2020-11-19 06:00 PM",,"(Exporté le:23/03/2023 17:56)","","G-1B009-Projet-Vie étudiante","","",,,,,
"Systemes mecaniques - Produits","2020-11-19 08:00 AM","2020-11-19 12:00 PM",,"3EUS1SMC_2020_S5_BE_G1CatiaPAYAN JulietteGENEVOIS Pierre(Exporté le:23/03/2023 17:56)","","G-3B007,G-3B008-Mécanique & Technologie 1,G-3A014-info","","",,,,,
"Automatique & commande systemes","2020-11-19 08:00 AM","2020-11-19 10:00 AM",,"3EUS1AUT_2020_S5_BE_G3BIKINGA Wendpanga AbdoulFEUILLET Rene(Exporté le:23/03/2023 17:56)","","G-3D006-Construction électrique,*","","",,,,,
"Power Electronics I","2020-11-19 08:15 AM","2020-11-19 10:15 AM",,"4EUS3ELP_2020_S7_BE_G1AVENAS YvanBIER Anthony(Exporté le:23/03/2023 17:56)","","G-3B001-info,* Distanciel","","",,,,,
"Projet innovation - Mission Techno","2020-11-19 08:30 AM","2020-11-19 11:30 AM",,"5EU9PIT0_2020_S9_TD2_G1BERTHOUD Francoise*(Exporté le:23/03/2023 17:56)","","G-2C003","","",,,,,
"Systems Monitoring, Diagnostics","2020-11-19 08:30 AM","2020-11-19 10:30 AM",,"5EUS5SDR_2020_S9_BE_G1* Enseignant à préciserMESLEM NacimBERENGUER Christophe(Exporté le:23/03/2023 17:56)","","G-2B001-info,G-2C005-info","","",,,,,
"Structures avancees convertisseurs","2020-11-19 08:30 AM","2020-11-19 10:30 AM",,"5EUS5SAC_2020_S9_CTD_G1BRUNELLO Marc(Exporté le:23/03/2023 17:56)","","G-2C006","","",,,,,
"Marche energie et investissement","2020-11-19 08:30 AM","2020-11-19 10:30 AM",,"6EUMMEI0_2020_S9_CM_G1IONESCU Oana(Exporté le:23/03/2023 17:56)","","G-2A003","","",,,,,
"Traitement numérique du signal, approche applicative","2020-11-19 09:00 AM","2020-11-19 12:30 PM",,"IOANA CornelTraitement numérique du signal, approche applicative(Exporté le:23/03/2023 17:56)","","G-2B013","","",,,,,
"Electronique num. & syst. embarques","2020-11-19 10:00 AM","2020-11-19 12:00 PM",,"4EU7ENS9_2020_S7_BE_G4GOUNON Patrick*(Exporté le:23/03/2023 17:56)","","G-5D005-Informatique temps réel","","",,,,,
"English and Communication","2020-11-19 10:15 AM","2020-11-19 12:15 PM",,"3EMAENG8_2020_S6_TD_G1GUY Rebecca(Exporté le:23/03/2023 17:56)","","G-4D006","","",,,,,
"English and Communication","2020-11-19 10:15 AM","2020-11-19 12:15 PM",,"3EMAENG8_2020_S6_TD_G2PICAVET Francis(Exporté le:23/03/2023 17:56)","","G-4D003","","",,,,,
"Automatique & commande systemes","2020-11-19 10:15 AM","2020-11-19 12:15 PM",,"3EUS1AUT_2020_S5_BE_G3BIKINGA Wendpanga AbdoulFEUILLET Rene(Exporté le:23/03/2023 17:56)","","G-3D006-Construction électrique,*","","",,,,,
"Power Electronics I","2020-11-19 10:30 AM","2020-11-19 12:30 PM",,"4EUS3ELP_2020_S7_BE_G1AVENAS YvanBIER Anthony(Exporté le:23/03/2023 17:56)","","G-3B001-info,* Distanciel","","",,,,,
"Marche energie et investissement","2020-11-19 10:30 AM","2020-11-19 12:30 PM",,"6EUMMEI0_2020_S9_CM_G1IONESCU Oana(Exporté le:23/03/2023 17:56)","","G-2A003","","",,,,,
"Fonctionnement installations nucl.","2020-11-19 10:30 AM","2020-11-19 12:30 PM",,"5EU9FIN9_2020_S9_CTD_G1NUTTIN Alexis(Exporté le:23/03/2023 17:56)","","G-2C007","","",,,,,
"Hydraulique et transferts","2020-11-19 10:30 AM","2020-11-19 12:30 PM",,"4EUS3HQT_2020_S7_BE_G3DE LOUBENS DE VERDAILLE Clement(Exporté le:23/03/2023 17:56)","","G-3D003-info","","",,,,,
"Systems Monitoring, Diagnostics","2020-11-19 10:45 AM","2020-11-19 12:45 PM",,"5EUS5SDR_2020_S9_BE_G1TIDRIRI KhaoulaMESLEM NacimBERENGUER Christophe(Exporté le:23/03/2023 17:56)","","G-2C005-info,G-2B001-info","","",,,,,
"Systemes hydrauliques","2020-11-19 10:45 AM","2020-11-19 12:45 PM",,"5EUS5SYH_2020_S9_BE_G1AMEN Jean-Luc(Exporté le:23/03/2023 17:56)","","G-2A007-info,* Distanciel","","",,,,,
"assoc étudiantes subvention","2020-11-19 12:00 PM","2020-11-19 06:15 PM",,"(Exporté le:23/03/2023 17:56)","","G-1D003-Salle du Conseil","","",,,,,
"formation PARIN/M1, intitulé 'projet architectural'","2020-11-19 01:30 PM","2020-11-19 06:00 PM",,"PLOIX Stephane(Exporté le:23/03/2023 17:56)","","G-Salle des forums","","",,,,,
"Traitement numérique du signal, approche applicative","2020-11-19 01:30 PM","2020-11-19 05:00 PM",,"IOANA CornelTraitement numérique du signal, approche applicative(Exporté le:23/03/2023 17:56)","","G-3D005-ISEE-Informatique","","",,,,,
"Master MME","2020-11-19 03:30 PM","2020-11-19 05:30 PM",,"(Exporté le:23/03/2023 17:56)","","G-2A003","","",,,,,
"la chaire HOPE /'beatrice le-moing et Regis Largillier","2020-11-20 07:30 AM","2020-11-20 06:00 PM",,"(Exporté le:23/03/2023 17:56)","","G-1B009-Projet-Vie étudiante","","",,,,,
"Complements maths pour l'ingenieur","2020-11-20 08:00 AM","2020-11-20 10:00 AM",,"3EUACMI8_2020_S5_Tutorat_G1CATTELAIN Thibault(Exporté le:23/03/2023 17:56)","","G-4D006","","",,,,,
"Automatique & commande systemes","2020-11-20 08:00 AM","2020-11-20 10:00 AM",,"3EUS1AUT_2020_S5_BE_G8VOYANT Jean-YvesFEUILLET Rene(Exporté le:23/03/2023 17:56)","","G-3D006-Construction électrique,*","","",,,,,
"PEM Conseil de pole_Election","2020-11-20 08:00 AM","2020-11-20 12:30 PM",,"(Exporté le:23/03/2023 17:56)","","G-1D003-Salle du Conseil","","",,,,,
"Automatique 1","2020-11-20 08:15 AM","2020-11-20 10:15 AM",,"4EUS3AUT_2020_S7_BE_G3MESLEM Nacim(Exporté le:23/03/2023 17:56)","","G-2C005-info","","",,,,,
